Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
30.0,Female,Germany,Berlin,0.8,18.0,37.3,13.3,28.7,4.0,15.0,225.56,15.0,56.7,,28.2,9.0,,40.0,27.2,5.0,3524.29,4071.0,1,Q1
24.0,Female,USA,Houston,0.8,12.0,36.1,11.9,50.8,8.0,15.0,86.61,33.0,23.6,0.6,37.1,5.0,6.0,29.1,28.0,3.0,1259.94,3567.0,1,Q2
24.0,Female,India,Mumbai,1.3,7.0,11.7,4.4,69.2,,3.9,100.73,64.0,75.12,10.1,0.5,5.0,2.0,0.0,15.5,2.0,281.28,0.0,1,Q4
46.0,Female,USA,Houston,1.7,21.0,51.1,,29.0,13.0,27.3,161.6,3.0,26.76,2.8,46.6,7.0,4.0,14.6,31.4,1.0,3164.45,,1,Q4
48.0,Male,Canada,Montreal,2.0,0.0,18.3,4.3,78.3,2.0,6.0,73.36,33.0,5.6,8.3,8.3,5.0,2.0,0.0,11.1,1.0,441.91,2368.0,1,Q2
29.0,Female,USA,Phoenix,2.8,5.0,22.0,10.0,48.0,4.0,14.0,155.4,,64.1,4.6,22.9,7.0,1.0,52.8,,1.0,2250.26,2719.0,1,Q3
44.0,Female,Canada,Calgary,7.0,7.0,26.2,8.0,69.3,6.0,13.0,284.09,45.0,71.64,7.7,14.8,6.0,2.0,22.8,,3.0,2467.67,1450.0,1,Q4
18.0,Female,Australia,Brisbane,0.1,25.0,44.1,15.9,28.6,,24.0,112.09,7.0,19.5,3.1,32.6,2.0,5.0,88.5,29.8,2.0,2780.06,5128.0,1,Q2
40.0,Female,UK,Leeds,4.5,0.0,,5.6,77.7,0.0,4.0,125.3,21.0,64.0,7.5,0.0,9.0,0.0,6.9,8.3,2.0,454.54,0.0,1,Q3
37.0,Female,Japan,Osaka,1.8,3.0,32.9,10.2,55.1,2.0,12.0,110.31,30.0,66.1,,18.5,4.0,5.0,22.6,12.3,2.0,1428.62,1769.0,1,Q2
23.0,Female,USA,New York,5.7,3.0,29.5,13.7,44.7,6.0,12.0,189.04,21.0,32.8,2.4,18.6,6.0,1.0,53.6,19.7,2.0,2439.54,2255.0,1,Q1
19.0,Male,Australia,Brisbane,2.0,14.0,31.7,8.9,71.2,5.0,19.5,86.45,136.0,72.6,8.3,13.7,5.0,1.0,5.9,14.1,1.0,1533.66,2523.0,1,Q4
31.0,Male,Australia,Melbourne,1.5,25.0,46.3,14.2,44.0,5.0,18.0,105.54,24.0,72.3,10.4,34.7,9.0,4.0,60.4,30.2,1.0,2231.44,708.0,1,Q1
53.0,Female,Germany,Cologne,1.8,2.0,3.8,1.0,68.3,2.0,11.0,158.71,15.0,26.5,9.9,0.0,9.0,0.0,4.9,11.8,4.0,1928.29,790.0,1,Q2
43.0,Female,USA,Los Angeles,1.5,2.0,8.5,5.5,67.0,0.0,6.0,139.72,24.0,37.7,9.1,,8.0,1.0,0.0,7.3,1.0,674.35,2393.0,1,Q3
39.0,Female,India,Mumbai,4.6,4.0,15.1,2.4,75.4,0.0,7.0,107.06,8.0,55.5,5.5,2.9,8.0,2.0,0.0,6.8,3.0,861.95,235.0,1,Q3
36.0,Male,Canada,Calgary,3.8,0.0,12.6,4.5,79.8,1.0,7.0,196.16,3.0,,5.3,2.2,9.0,,12.3,10.8,2.0,1241.49,1855.0,1,Q1
36.0,Male,UK,Birmingham,2.2,2.0,23.5,6.9,71.1,1.0,6.0,163.25,22.0,39.4,9.2,8.3,10.0,,10.3,15.1,,1173.08,0.0,1,Q3
49.0,Female,Canada,Vancouver,1.7,13.0,,5.1,63.8,3.0,6.0,157.13,134.0,80.3,,8.7,7.0,0.0,4.3,8.2,2.0,1067.48,,1,Q1
37.0,Male,USA,Houston,0.7,0.0,16.8,6.8,73.7,0.0,3.0,71.03,50.0,37.0,14.8,8.2,10.0,1.0,0.0,12.5,2.0,242.71,374.0,1,Q3
18.0,Female,Canada,Calgary,4.6,6.0,29.2,5.9,55.7,4.0,15.0,313.39,93.0,6.7,14.3,11.9,4.0,2.0,,21.5,5.0,5073.14,,1,Q3
,Male,USA,Houston,3.0,1.0,13.4,4.8,77.2,2.0,6.5,117.69,156.0,68.52,12.2,5.3,,0.0,,10.9,2.0,491.65,,1,Q4
19.0,Male,USA,Los Angeles,4.8,6.0,15.3,1.2,69.7,1.0,2.0,162.33,65.0,56.6,8.6,6.7,5.0,0.0,6.9,,1.0,282.79,3638.0,1,Q2
19.0,Male,Canada,Calgary,5.4,11.0,31.7,5.7,47.4,2.0,14.3,96.49,118.0,75.72,14.3,9.3,4.0,4.0,28.4,15.8,3.0,981.04,0.0,1,Q4
58.0,Male,USA,Los Angeles,0.7,11.0,24.5,5.4,66.2,5.0,6.0,103.63,56.0,15.1,12.5,1.6,2.0,0.0,,12.8,5.0,729.26,2177.0,1,Q3
31.0,Male,UK,Glasgow,3.2,0.0,6.2,,93.6,0.0,3.0,79.25,21.0,26.8,1.5,0.0,10.0,3.0,,7.4,5.0,254.63,1204.0,1,Q2
57.0,Male,USA,Phoenix,3.3,4.0,2.5,3.3,85.0,2.0,5.0,128.42,50.0,50.2,2.5,24.5,6.0,1.0,27.1,14.4,,608.26,1230.0,1,Q2
56.0,Male,USA,Houston,0.4,3.0,13.8,3.6,73.8,0.0,6.5,146.93,136.0,66.72,2.8,0.0,9.0,1.0,13.8,2.3,3.0,625.81,614.0,1,Q4
21.0,Female,USA,Chicago,4.0,18.0,44.9,13.9,32.4,8.0,20.8,117.89,39.0,9.48,3.0,42.0,5.0,4.0,41.9,29.5,2.0,1816.36,3804.0,1,Q4
29.0,Male,USA,Chicago,1.5,14.0,33.7,7.9,43.9,1.0,22.0,131.54,42.0,58.2,,12.3,8.0,2.0,32.7,21.2,3.0,3245.77,2076.0,1,Q2
56.0,Male,France,Paris,7.6,9.0,26.9,11.9,64.2,5.0,18.0,127.79,27.0,65.5,8.2,16.8,8.0,0.0,33.7,16.0,2.0,1920.22,1894.0,1,Q1
32.0,Female,India,Bangalore,0.9,3.0,,4.3,63.4,0.0,6.5,168.26,53.0,6.48,4.4,2.0,10.0,0.0,0.0,3.0,2.0,960.82,0.0,1,Q4
51.0,Male,Australia,Sydney,5.6,0.0,14.5,4.3,76.9,1.0,12.0,149.89,23.0,,19.5,0.0,11.0,1.0,35.6,7.4,1.0,1500.92,,1,Q3
,Male,USA,New York,1.1,2.0,14.0,6.9,67.9,,8.0,92.09,28.0,,7.0,0.0,9.0,0.0,1.9,10.6,2.0,739.66,130.0,1,Q1
47.0,Female,France,Toulouse,3.3,10.0,36.9,8.1,58.5,6.0,20.0,108.58,89.0,12.3,14.3,39.7,8.0,5.0,41.1,22.2,1.0,2147.28,2370.0,1,Q3
23.0,Other,USA,New York,0.3,9.0,,,69.9,8.0,12.0,90.54,89.0,35.1,24.0,11.0,6.0,1.0,44.5,18.3,2.0,1237.0,3409.0,1,Q2
38.0,Male,Germany,Hamburg,3.6,14.0,28.3,6.6,70.0,2.0,10.0,76.98,43.0,37.1,15.1,7.0,8.0,,21.4,11.4,4.0,888.69,2128.0,1,Q2
21.0,Female,France,Paris,4.2,18.0,31.4,9.4,64.6,4.0,20.8,59.39,2.0,19.8,3.1,23.8,11.0,6.0,41.0,23.9,2.0,1134.78,2626.0,1,Q4
18.0,Male,UK,Leeds,1.5,13.0,23.4,7.5,54.8,5.0,12.0,195.0,12.0,24.5,,0.0,9.0,,36.7,,2.0,2099.01,1790.0,1,Q2
,Female,USA,Los Angeles,3.9,6.0,26.0,9.1,73.8,1.0,7.0,47.56,159.0,14.3,,4.7,11.0,1.0,19.2,12.1,4.0,299.84,77.0,1,Q2
42.0,Male,USA,Chicago,3.9,3.0,16.1,4.7,78.1,0.0,10.0,66.58,13.0,20.9,5.0,5.9,7.0,1.0,,15.1,4.0,737.51,1362.0,1,Q3
41.0,Female,UK,London,3.5,8.0,19.8,6.3,88.4,4.0,6.0,102.67,12.0,23.9,1.7,3.6,4.0,0.0,0.0,15.1,2.0,599.5,1552.0,1,Q1
40.0,Male,Canada,Ottawa,1.6,15.0,25.3,10.5,52.3,5.0,18.0,192.36,4.0,17.3,2.7,35.8,9.0,2.0,20.7,19.6,1.0,3841.18,,1,Q2
19.0,Female,UK,Birmingham,5.8,14.0,22.1,7.5,59.8,4.0,12.0,151.91,6.0,17.5,1.2,2.6,6.0,5.0,46.5,24.5,1.0,2093.58,2777.0,1,Q1
,Female,USA,Chicago,0.7,12.0,19.5,10.9,82.9,1.0,12.0,90.52,43.0,64.7,16.2,5.0,7.0,,,8.8,1.0,1181.86,2903.0,1,Q1
43.0,Male,USA,Houston,2.7,2.0,,10.6,66.5,3.0,16.0,185.98,20.0,46.2,8.5,16.9,10.0,3.0,,19.5,3.0,3504.63,1066.0,1,Q3
53.0,Male,Japan,Kyoto,0.9,0.0,9.1,3.2,64.8,0.0,3.0,100.32,28.0,6.0,3.9,3.8,8.0,0.0,0.0,5.3,3.0,262.65,107.0,1,Q2
18.0,Female,USA,Houston,0.8,24.0,29.9,12.7,53.6,6.0,16.900000000000002,144.03,3.0,29.52,10.4,29.3,5.0,6.0,42.1,18.4,2.0,1855.35,1390.0,1,Q4
48.0,Male,USA,Houston,5.2,5.0,7.1,3.7,69.5,1.0,4.0,181.46,0.0,,7.2,4.2,9.0,0.0,0.0,9.5,2.0,766.69,628.0,1,Q2
44.0,Male,Canada,Montreal,2.5,12.0,30.0,9.0,55.5,5.0,21.0,269.09,25.0,9.6,6.4,38.0,6.0,4.0,55.7,27.6,4.0,4681.28,2824.0,1,Q2
24.0,Female,Canada,Montreal,2.1,8.0,29.4,,64.9,9.0,18.0,99.06,17.0,25.5,8.9,18.2,5.0,1.0,39.6,,3.0,1850.98,2520.0,1,Q3
43.0,Female,France,Lyon,1.6,25.0,30.2,9.0,60.7,5.0,14.0,206.43,18.0,,1.9,6.2,7.0,2.0,53.7,24.6,4.0,2815.96,2177.0,1,Q3
28.0,Female,Germany,Cologne,0.8,5.0,10.6,5.1,96.8,1.0,5.0,137.26,7.0,46.5,5.9,13.6,5.0,0.0,10.3,2.2,1.0,575.68,,1,Q1
49.0,Male,USA,New York,6.9,0.0,11.5,,73.0,0.0,3.0,83.3,37.0,65.0,2.5,1.2,3.0,0.0,10.1,11.4,1.0,273.75,490.0,1,Q1
50.0,Female,Canada,Ottawa,0.2151503562127193,9.0,20.0,3.0,74.0,0.0,50.0,92.34,18.0,52.9,80.29102418631594,1.4,10.0,0.0,10.9,8.3,4.0,356.42,182.0,1,Q3
19.0,Male,Canada,Calgary,0.8,13.0,22.8,6.7,61.3,5.0,11.0,248.46,12.0,27.6,1.9,26.0,7.0,1.0,6.6,12.7,,3150.68,1798.0,1,Q1
27.0,Male,USA,Phoenix,1.3,2.0,,,74.0,3.0,3.0,59.5,25.0,42.5,,0.0,8.0,1.0,0.9,14.1,2.0,180.34,885.0,1,Q3
,Female,UK,Birmingham,6.0,14.0,33.3,11.0,46.5,7.0,16.0,132.3,50.0,61.8,0.8,25.0,6.0,8.0,58.3,17.0,2.0,2325.02,2082.0,1,Q1
40.0,Female,USA,Houston,1.3,5.0,,6.8,67.6,1.0,3.0,124.7,48.0,16.8,16.7,14.7,8.0,0.0,19.9,17.4,5.0,354.49,894.0,1,Q1
18.0,Female,USA,Houston,4.4,26.0,38.8,11.5,52.8,5.0,16.0,207.44,7.0,25.9,6.9,23.9,5.0,3.0,28.3,30.9,1.0,2956.26,1285.0,1,Q1
33.0,Male,India,Bangalore,4.2,8.0,28.9,6.5,78.9,3.0,5.0,110.33,7.0,43.8,2.7,5.0,8.0,2.0,13.7,9.3,3.0,596.85,1131.0,1,Q2
29.0,Female,Canada,Ottawa,2.3,8.0,29.0,9.2,27.7,11.0,22.1,153.83,4.0,56.28,3.1,15.1,7.0,8.0,47.9,27.6,1.0,2600.75,,1,Q4
44.0,Male,France,Toulouse,1.8,3.0,12.1,2.7,82.4,,7.0,131.53,118.0,46.9,4.3,0.0,4.0,1.0,0.0,12.4,4.0,1043.58,1949.0,1,Q1
18.0,Female,France,Lyon,4.8,8.0,21.0,8.4,69.5,3.0,16.0,51.86,45.0,25.6,18.8,17.4,6.0,5.0,15.4,14.6,2.0,813.11,3565.0,1,Q2
48.0,Male,UK,Manchester,0.4,1.0,13.2,3.1,90.9,1.0,5.0,107.73,1.0,57.3,,,11.0,1.0,,5.1,1.0,452.47,1590.0,1,Q2
36.0,Male,UK,Birmingham,3.8,2.0,11.3,7.2,79.6,2.0,10.4,93.35,,,2.9,,6.0,1.0,16.0,15.6,2.0,598.76,1227.0,1,Q4
46.0,Male,USA,Phoenix,2.0,0.0,17.8,5.0,68.5,0.0,16.900000000000002,194.75,13.0,63.35999999999999,9.9,4.6,7.0,2.0,7.3,16.7,2.0,2951.96,2891.0,1,Q4
39.0,Female,Australia,Brisbane,2.7,12.0,9.7,5.2,71.6,2.0,5.0,91.79,50.0,19.6,,0.0,4.0,1.0,29.0,3.6,1.0,403.82,782.0,1,Q2
24.0,Female,Australia,Sydney,3.1,23.0,30.5,14.8,48.7,10.0,14.0,145.67,26.0,48.5,9.2,37.5,7.0,3.0,33.9,16.7,3.0,2226.0,4174.0,1,Q2
19.0,Female,USA,New York,1.9,14.0,20.3,7.9,66.7,5.0,8.0,104.61,5.0,27.3,13.8,21.4,6.0,1.0,31.1,17.0,1.0,772.68,3608.0,1,Q3
52.0,Male,USA,Houston,1.1,11.0,23.8,8.1,61.6,6.0,10.0,223.72,44.0,57.1,,20.9,7.0,,,15.9,3.0,2578.98,1533.0,1,Q3
49.0,Male,Canada,Montreal,2.3,0.0,,2.8,79.2,1.0,14.3,156.29,11.0,58.56,2.1,,4.0,0.0,21.6,0.0,1.0,1539.64,2975.0,1,Q4
51.0,Male,India,Bangalore,1.4,16.0,20.6,11.4,51.7,6.0,6.0,108.55,101.0,,16.8,13.6,7.0,3.0,,16.5,2.0,552.39,,1,Q3
18.0,Male,Germany,Frankfurt,3.5,0.0,10.2,1.0,75.1,0.0,11.7,164.62,10.0,29.879999999999995,2.2,0.0,6.0,1.0,0.0,4.5,2.0,1669.5,455.0,1,Q4
26.0,Female,Canada,Ottawa,0.6,0.0,19.1,7.4,76.1,1.0,10.0,85.93,41.0,57.1,3.6,2.6,6.0,2.0,16.2,9.0,,954.7,1810.0,1,Q3
24.0,Female,UK,Leeds,2.6,14.0,12.9,7.7,58.6,4.0,7.0,196.12,89.0,42.1,8.3,0.0,5.0,0.0,1.8,18.9,2.0,1627.38,1461.0,1,Q1
50.0,Male,Australia,Melbourne,1.9,0.0,14.2,4.9,62.5,1.0,13.0,94.31,1.0,77.9,9.1,0.0,9.0,,5.8,2.0,4.0,1278.99,1865.0,1,Q2
35.0,Male,India,Delhi,1.3,19.0,47.6,9.7,42.0,7.0,18.2,81.41,16.0,69.24,5.1,28.9,2.0,,46.4,33.1,,1094.32,3786.0,1,Q4
18.0,Female,USA,Houston,1.3,11.0,23.2,5.9,50.8,3.0,9.0,101.21,,28.8,4.0,12.0,6.0,1.0,,15.3,2.0,838.89,2168.0,1,Q1
49.0,Male,USA,Houston,1.4,3.0,18.3,4.9,74.7,0.0,10.0,168.37,60.0,85.7,7.3,0.0,5.0,2.0,10.4,12.2,5.0,1809.74,801.0,1,Q1
50.0,Male,Germany,Hamburg,2.0,10.0,,2.7,70.7,3.0,11.0,222.12,45.0,27.8,14.6,13.9,7.0,5.0,18.2,16.2,3.0,2889.53,2855.0,1,Q1
47.0,Female,Australia,Sydney,3.4,5.0,22.6,7.1,48.6,4.0,17.0,234.45,51.0,9.0,3.9,13.3,7.0,1.0,13.6,7.4,2.0,4116.55,3967.0,1,Q1
34.0,Female,India,Chennai,1.8,9.0,19.2,3.2,77.5,4.0,11.0,166.81,7.0,86.6,4.6,8.4,8.0,0.0,15.8,9.2,2.0,1986.04,0.0,1,Q1
59.0,Female,Australia,Sydney,7.1,28.0,40.2,11.9,53.8,7.0,20.0,207.26,96.0,,3.6,44.2,3.0,6.0,,30.1,1.0,3990.75,2124.0,1,Q1
36.0,Female,USA,Chicago,5.2,9.0,18.9,7.0,71.6,0.0,16.0,148.35,1.0,27.0,15.2,8.5,6.0,1.0,62.0,,2.0,1989.5,2751.0,1,Q2
18.0,Male,Australia,Adelaide,1.0,17.0,35.1,11.2,46.3,8.0,15.0,121.52,57.0,21.1,11.4,26.8,10.0,11.0,52.9,30.1,2.0,2023.37,739.0,1,Q2
18.0,Female,Germany,Munich,2.1,5.0,17.6,5.4,71.9,3.0,8.0,70.03,15.0,70.8,10.5,,9.0,0.0,,16.1,1.0,514.13,193.0,1,Q3
23.0,Female,USA,New York,1.5,34.0,46.1,13.3,27.9,13.0,23.0,175.76,29.0,7.5,13.0,38.9,3.0,4.0,55.1,32.7,1.0,3451.08,,1,Q3
19.0,Female,USA,Los Angeles,1.9,9.0,17.2,8.5,45.4,3.0,10.0,92.26,15.0,8.9,18.1,,4.0,1.0,0.0,17.9,1.0,791.09,1310.0,1,Q1
42.0,Female,UK,London,4.7,12.0,21.3,8.2,63.3,,9.0,77.84,178.0,68.1,1.5,26.9,7.0,4.0,27.5,17.4,4.0,837.22,,1,Q1
,Female,UK,London,3.4,19.0,22.5,10.7,48.4,5.0,22.0,114.9,13.0,17.2,9.6,24.7,10.0,1.0,37.7,24.4,2.0,2086.06,2165.0,1,Q3
18.0,Female,France,Marseille,0.9,19.0,,14.5,61.6,14.0,28.6,103.39,4.0,10.8,6.6,31.1,2.0,5.0,62.4,21.0,2.0,1942.19,,1,Q4
52.0,Male,India,Hyderabad,2.5,0.0,15.1,3.1,90.4,1.0,9.1,59.01,1.0,50.64,1.3,19.2,8.0,1.0,14.9,17.5,1.0,449.12,214.0,1,Q4
41.0,Female,Japan,Nagoya,2.0,6.0,16.6,2.7,69.0,2.0,5.2,141.96,50.0,29.04,3.3,9.3,7.0,1.0,4.2,9.2,3.0,648.89,879.0,1,Q4
32.0,Female,Japan,Osaka,0.7,0.0,10.9,3.6,75.9,2.0,3.0,80.22,46.0,50.5,5.5,,11.0,0.0,0.0,1.2,3.0,242.44,528.0,1,Q1
36.0,Male,UK,Birmingham,1.1,10.0,29.1,8.8,41.9,2.0,15.0,161.49,37.0,53.2,2.5,30.3,6.0,6.0,55.1,28.4,3.0,2650.44,,1,Q3
38.0,Female,UK,Glasgow,2.1,13.0,54.7,12.7,32.1,8.0,22.0,133.69,24.0,46.5,9.5,50.2,5.0,7.0,68.7,33.9,2.0,3232.53,2599.0,1,Q2
18.0,Female,France,Marseille,1.3,19.0,37.2,7.6,56.1,2.0,12.0,121.9,31.0,23.8,7.7,17.1,7.0,,48.6,20.3,2.0,1743.06,48.0,1,Q2
40.0,Male,India,Hyderabad,3.4,20.0,35.8,12.5,49.4,4.0,13.0,62.42,63.0,,9.9,42.3,2.0,1.0,55.2,24.5,1.0,685.11,1602.0,1,Q2
42.0,Female,USA,New York,1.5,11.0,33.6,16.3,43.0,3.0,18.0,205.11,23.0,50.1,3.2,13.2,6.0,6.0,57.3,26.5,4.0,3099.47,1334.0,1,Q1
49.0,Female,Canada,Calgary,6.0,24.0,33.3,,46.5,8.0,16.0,188.2,15.0,66.4,7.5,42.0,8.0,3.0,52.0,27.4,2.0,2832.85,4925.0,1,Q2
54.0,Male,Canada,Vancouver,2.8,9.0,19.2,3.2,73.2,1.0,9.0,99.15,16.0,50.5,,14.2,14.0,0.0,36.9,9.2,2.0,953.31,1108.0,1,Q2
41.0,Female,USA,Chicago,3.3,0.0,5.5,5.6,64.3,0.0,5.2,169.05,32.0,76.44,12.3,0.0,8.0,0.0,0.0,8.9,2.0,799.92,379.0,1,Q4
64.0,Male,India,Hyderabad,6.5,6.0,12.4,5.6,87.5,1.0,9.0,116.71,36.0,32.7,,1.0,13.0,2.0,4.7,4.9,1.0,1108.18,975.0,1,Q2
27.0,Male,Canada,Ottawa,2.1,3.0,7.8,5.5,81.1,0.0,1.0,90.25,55.0,29.9,6.5,4.8,6.0,0.0,13.1,4.3,1.0,77.88,1779.0,1,Q2
22.0,Female,UK,Manchester,2.4,17.0,35.2,9.7,48.3,5.0,13.0,128.43,34.0,26.3,2.5,45.5,2.0,5.0,23.5,22.6,2.0,1336.94,3626.0,1,Q1
29.0,Female,Germany,Munich,0.5,5.0,17.3,2.4,57.3,1.0,3.0,178.49,67.0,52.3,,0.0,5.0,0.0,33.2,14.3,2.0,640.0,666.0,1,Q2
49.0,Male,USA,Los Angeles,0.7,17.0,17.4,7.8,82.1,3.0,15.0,64.71,32.0,,8.0,0.0,7.0,4.0,31.6,16.9,3.0,843.06,1431.0,1,Q2
59.0,Female,France,Paris,0.7,7.0,4.4,1.5,85.5,0.0,14.3,118.76,51.0,54.6,1.6,5.8,6.0,1.0,,9.6,1.0,1164.6,0.0,1,Q4
46.0,Male,France,Toulouse,3.2,21.0,36.4,13.1,37.3,,19.0,228.42,40.0,55.0,9.6,37.8,6.0,9.0,39.9,26.4,2.0,4790.19,2644.0,1,Q3
33.0,Male,Canada,Ottawa,2.2,20.0,33.7,8.4,61.1,11.0,20.8,128.02,0.0,41.64,5.6,18.9,6.0,5.0,28.7,20.7,1.0,1991.51,2643.0,1,Q4
30.0,Male,Germany,Berlin,5.7,0.0,5.2,1.6,80.2,0.0,4.0,170.01,33.0,31.6,2.2,20.2,7.0,0.0,0.0,6.1,2.0,570.22,0.0,1,Q3
33.0,Female,USA,Chicago,4.0,1.0,3.4,,87.4,1.0,3.0,109.84,35.0,39.5,5.7,12.7,6.0,1.0,4.8,10.8,1.0,270.81,0.0,1,Q3
39.0,Female,USA,Phoenix,5.4,8.0,17.8,6.7,77.1,4.0,7.0,85.04,10.0,,10.4,4.8,11.0,0.0,11.1,3.6,1.0,620.61,316.0,1,Q2
44.0,Female,USA,Phoenix,0.9,14.0,25.2,,62.9,6.0,19.0,116.18,12.0,37.5,24.6,30.7,8.0,0.0,24.7,18.0,3.0,1967.19,1977.0,1,Q1
42.0,Female,USA,Los Angeles,3.2,24.0,37.3,6.3,55.4,4.0,16.0,180.88,2.0,48.1,1.1,15.7,7.0,,24.9,22.9,2.0,2880.99,,1,Q3
53.0,Female,Canada,Toronto,5.9,0.0,13.3,3.1,54.0,1.0,3.9,84.15,24.0,,5.6,0.7,14.0,1.0,,0.0,1.0,294.87,3.0,1,Q4
21.0,Male,UK,Glasgow,2.7,0.0,,1.9,70.5,5.0,9.0,84.9,27.0,12.0,0.8,2.3,7.0,2.0,49.5,6.9,2.0,629.71,716.0,1,Q3
57.0,Female,France,Nice,3.4,21.0,35.0,8.0,42.1,4.0,23.4,250.74,7.0,74.28,,24.2,7.0,9.0,29.8,21.0,3.0,4051.91,2333.0,1,Q4
47.0,Male,USA,Houston,2.6,4.0,23.4,7.1,64.4,2.0,8.0,225.6,58.0,71.2,1.5,9.3,10.0,3.0,13.8,5.8,5.0,2023.2,0.0,1,Q2
33.0,Female,USA,New York,8.5,14.0,29.2,9.8,49.6,0.0,14.0,141.25,69.0,50.4,9.1,25.8,6.0,1.0,0.0,20.7,,1893.42,,1,Q2
23.0,Other,Canada,Ottawa,1.8,22.0,49.1,16.5,17.9,14.0,22.0,116.86,86.0,25.2,8.0,39.0,3.0,4.0,72.9,40.2,2.0,2755.2,2829.0,1,Q1
39.0,Other,France,Paris,5.4,3.0,15.7,6.8,89.9,0.0,6.0,92.15,19.0,39.2,10.8,0.0,5.0,1.0,15.1,20.1,1.0,650.87,939.0,1,Q2
35.0,Male,USA,Phoenix,2.6,5.0,12.1,6.7,80.1,1.0,13.0,121.74,92.0,30.96,10.4,17.6,7.0,1.0,0.0,8.8,1.0,1106.53,,1,Q4
41.0,Male,India,Mumbai,0.6,1.0,11.5,1.6,68.5,,5.0,140.59,73.0,73.0,6.8,1.3,6.0,2.0,0.0,1.9,1.0,721.8,428.0,1,Q2
45.0,Female,USA,Houston,4.8,5.0,22.9,9.0,52.6,,18.2,139.42,,96.12,3.9,33.1,6.0,5.0,30.6,,2.0,2087.9,,1,Q4
44.0,Female,Australia,Sydney,10.0,0.0,7.8,5.0,81.5,1.0,3.0,96.5,24.0,41.3,9.8,5.9,8.0,1.0,0.0,15.7,2.0,315.35,0.0,1,Q2
28.0,Female,UK,Birmingham,0.5,10.0,22.9,6.0,87.5,2.0,7.0,155.79,91.0,20.8,,20.4,4.0,1.0,26.3,14.3,3.0,1265.06,732.0,1,Q2
55.0,Female,USA,Houston,1.6,18.0,34.2,9.3,36.5,,12.0,334.09,56.0,52.4,2.5,29.6,10.0,4.0,38.7,19.2,,4165.97,1063.0,1,Q3
,Male,USA,Los Angeles,4.2,0.0,18.4,8.8,88.0,9.0,8.0,89.94,25.0,20.1,22.2,17.4,12.0,2.0,24.5,12.3,1.0,634.12,2486.0,1,Q2
23.0,Male,USA,Los Angeles,4.3,5.0,20.0,7.8,79.4,1.0,8.0,125.4,11.0,,20.2,12.4,12.0,4.0,0.0,19.2,2.0,1121.01,2260.0,1,Q2
32.0,Female,Canada,Calgary,2.3,1.0,18.4,4.7,63.6,3.0,6.0,99.11,49.0,,16.0,0.0,5.0,2.0,18.3,6.3,5.0,691.66,2041.0,1,Q3
,Female,USA,Chicago,2.7,8.0,,6.3,91.2,1.0,5.0,59.5,0.0,16.5,5.3,10.8,3.0,1.0,11.4,12.0,2.0,238.87,0.0,1,Q1
31.0,Male,Japan,Osaka,4.3,6.0,17.2,7.7,51.7,,9.0,180.26,34.0,28.8,3.5,10.1,7.0,4.0,9.4,9.0,2.0,1946.3,812.0,1,Q2
36.0,Male,Australia,Adelaide,4.3,19.0,29.2,13.2,55.2,4.0,16.0,136.87,25.0,77.7,7.3,37.7,7.0,5.0,58.3,19.4,4.0,2000.03,2674.0,1,Q3
25.0,Female,Australia,Brisbane,3.8,16.0,14.3,2.3,73.7,1.0,26.0,76.45,8.0,33.12,19.1,0.0,15.0,3.0,,18.0,2.0,1465.88,1666.0,1,Q4
,Male,USA,Houston,2.5,4.0,21.1,1.2,77.4,0.0,5.0,186.19,18.0,54.6,4.6,0.0,8.0,0.0,2.8,17.0,4.0,1083.75,0.0,1,Q1
43.0,Male,Japan,Yokohama,1.1,19.0,33.5,,49.7,4.0,20.0,139.07,11.0,29.0,1.4,45.3,7.0,2.0,35.9,28.8,4.0,3143.01,4557.0,1,Q1
38.0,Female,France,Lyon,7.7,15.0,31.2,8.2,40.8,,19.5,156.5,19.0,21.0,7.9,36.3,6.0,1.0,41.0,11.6,2.0,2133.3,2410.0,1,Q4
53.0,Female,Canada,Montreal,0.4,4.0,16.5,4.8,69.6,,6.0,72.63,24.0,23.6,2.4,5.0,8.0,2.0,0.0,15.5,4.0,503.48,0.0,1,Q2
18.0,Male,Japan,Yokohama,1.1,20.0,47.1,10.7,39.3,11.0,16.0,100.3,31.0,28.3,3.1,11.2,4.0,7.0,,31.5,2.0,1524.96,2566.0,1,Q1
53.0,Female,Australia,Melbourne,1.6,6.0,9.1,2.4,75.2,2.0,3.0,82.55,49.0,19.1,1.1,19.5,12.0,2.0,23.7,4.8,3.0,277.43,,1,Q1
56.0,Female,Australia,Perth,10.0,7.0,8.2,9.5,77.9,0.0,5.2,156.13,3.0,20.4,5.0,6.9,8.0,0.0,21.1,10.5,1.0,724.46,1337.0,1,Q4
47.0,Male,USA,Los Angeles,4.4,15.0,21.4,12.3,64.5,,13.0,183.25,6.0,21.1,13.9,44.6,0.0,8.0,44.1,18.1,2.0,2390.46,1810.0,1,Q1
